,id,country,country_3,city,longitude,latitude,cohort,role
939,manulera,United Kingdom,GBR,London,-0.1277653,51.5074456,4,facilitator
940,manulera,United Kingdom,GBR,London,-0.1277653,51.5074456,4,participant
941,manulera,United Kingdom,GBR,London,-0.1277653,51.5074456,5,facilitator
942,manulera,United Kingdom,GBR,London,-0.1277653,51.5074456,catalyst,mentor
943,marbarrantescepas,Spain,ESP,,,,8,participant
944,marcel-laflamme,United States,USA,,,,4,speaker
945,marco-madella,Spain,ESP,Barcelona,2.1774322,41.3828939,3,participant
946,marcoanteghini,Germany,DEU,Berlin,13.3888599,52.5170365,6,speaker
947,marcotxma,Germany,DEU,Munich,11.5753822,48.1371079,7,participant
948,maria-andrea-gonzales-castillo,Peru,PER,Lima,-77.0365256,-12.0621065,5,participant
949,maria-clara-heringer-lourenço,,,,,,7,participant
950,mariafrdias,Brazil,BRA,Macae,-41.7866922,-22.3712958,catalyst,participant
951,mariangelap,Italy,ITA,Genova,8.9338624,44.40726,5,participant
952,marie-nugent,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,6,participant
953,mariehidjo,Zimbabwe,ZWE,Harare,31.0601584,-17.8567035,catalyst,participant
954,marielaraj,Argentina,ARG,Ciudad De Buenos Aires,-58.4370894,-34.6075682,7,participant
955,marielaraj,Argentina,ARG,Ciudad De Buenos Aires,-58.4370894,-34.6075682,8,mentor
956,marimeireles,Germany,DEU,Berlin,13.3888599,52.5170365,6,expert
957,marimeireles,Germany,DEU,Berlin,13.3888599,52.5170365,6,mentor
958,marimeireles,Germany,DEU,Berlin,13.3888599,52.5170365,8,speaker
959,markuskonk,Netherlands,NLD,Enschede,6.870595664097989,52.22336325,4,expert
960,marlouramaekers,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
961,marta-lloret-llinares,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
962,marta-marin,Spain,ESP,Madrid,-3.7035825,40.4167047,3,participant
963,martenson,Czechia,CZE,,,,2,expert
964,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,2,expert
965,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,2,mentor
966,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,3,expert
967,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,3,participant
968,martlj,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,4,mentor
969,martlj,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,6,expert
970,marzia-di-filippo,Italy,ITA,Milano,9.1896346,45.4641943,3,participant
971,masako-kaufmann,Germany,DEU,Freiburg,7.8494005,47.9960901,3,participant
972,mastertaj,Canada,CAN,,,,dra,participant
973,matouse,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,6,expert
974,matuskalas,Norway,NOR,,,,1,participant
975,mblue9,Australia,AUS,,,,2,expert
976,mdbarker,Australia,AUS,,,,7,speaker
977,mdumancic-mcgill,Canada,CAN,,,,dra,participant
978,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,2,expert
979,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,2,mentor
980,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,3,expert
981,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,3,mentor
982,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,4,expert
983,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,4,mentor
984,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,5,mentor
985,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,7,speaker
986,megan-lisa-stock,,,,,,6,participant
987,megmugure,Kenya,KEN,Nairobi,36.8288420082562,-1.3026148499999999,1,participant
988,megmugure,Kenya,KEN,Nairobi,36.8288420082562,-1.3026148499999999,3,expert
989,megmuni,Canada,CAN,,,,dra,participant
990,mehak-chopra,India,IND,Puducherry,79.8306447,11.9340568,3,participant
991,melibleq,Brazil,BRA,São Paulo,-47.1583944,-1.2043218,6,expert
992,melibleq,Brazil,BRA,São Paulo,-47.1583944,-1.2043218,6,speaker
993,melibleq,Brazil,BRA,São Paulo,-47.1583944,-1.2043218,7,facilitator
994,melibleq,Brazil,BRA,São Paulo,-47.1583944,-1.2043218,7,mentor
995,melibleq,Brazil,BRA,São Paulo,-47.1583944,-1.2043218,8,participant
996,melleason,Canada,CAN,,,,dra,participant
997,memoll,Canada,CAN,,,,dra,participant
998,memoona-maah,Canada,CAN,,,,dra,participant
999,merrcury,India,IND,Kurukshetra,76.8482787,29.9693747,4,expert
1000,mesfind,Ethiopia,ETH,,,,2,mentor
1001,mgawe-cavin,Kenya,KEN,"Nairobi, Kenya",36.8288420082562,-1.3026148499999999,5,participant
1002,mgawe-cavin,Kenya,KEN,"Nairobi, Kenya",36.8288420082562,-1.3026148499999999,6,facilitator
1003,michael-addy,Ghana,GHA,Kumasi,-1.6233086,6.6985605,4,participant
1004,michael-addy,Ghana,GHA,Kumasi,-1.6233086,6.6985605,5,mentor
1005,michal-javornik,Czechia,CZE,Brno,16.6113382,49.1922443,3,participant
1006,michal-ruzicka,Czechia,CZE,Brno,16.6113382,49.1922443,3,participant
1007,miguel-silan,France,FRA,Metro Manila / Grenoble,,,7,expert
1008,miguel-silan,France,FRA,Metro Manila / Grenoble,,,8,speaker
1009,mihaelanemes,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,participant
1010,miketrizna,United States,USA,"Washington, Dc",-77.0365427,38.8950368,7,participant
1011,milagro-urricariet,Argentina,ARG,Ciudad Autónoma De Buenos Aires,-58.4370894,-34.6075682,8,expert
1012,milagro-urricariet,Argentina,ARG,Ciudad Autónoma De Buenos Aires,-58.4370894,-34.6075682,8,participant
1013,milagros-miceli,Germany,DEU,Berlin,13.3888599,52.5170365,7,mentor
1014,mishrose123,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
1015,mitch-kitoi,Kenya,KEN,Nairobi,36.82884201813725,-1.3026148499999999,8,participant
1016,miytek,Netherlands,NLD,Delft,4.362724538543995,51.999457199999995,8,participant
1017,mkuzak,Netherlands,NLD,,,,1,expert
1018,mkuzak,Netherlands,NLD,,,,1,mentor
1019,mkuzak,Netherlands,NLD,,,,1,speaker
1020,mkuzak,Netherlands,NLD,,,,2,expert
1021,mkuzak,Netherlands,NLD,,,,2,speaker
1022,mlagisz,Canada,CAN,Edmonton,-113.491241,53.5462055,6,participant
1023,mlagisz,Canada,CAN,Edmonton,-113.491241,53.5462055,dra,mentor
1024,mlagisz,Canada,CAN,Edmonton,-113.491241,53.5462055,dra,mentor
1025,mldlopez,Canada,CAN,,,,dra,participant
1026,mloning,United Kingdom,GBR,,,,2,mentor
1027,mloning,United Kingdom,GBR,,,,2,participant
1028,mmasibidi,South Africa,ZAF,Potchefstroom,27.095833,-26.707778,8,participant
1029,moengels,,,,,,6,participant
1030,moh-hub1,Canada,CAN,,,,dra,participant
1031,mohan-gupta,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
1032,mona-zimmermann,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1033,monica-alonso,Argentina,ARG,,,,8,participant
1034,monica-granados,,,,,,8,speaker
1035,monsurat-onabajo,Nigeria,NGA,,,,8,participant
1036,monsurat-onabajo,Nigeria,NGA,,,,catalyst,participant
1037,morphofun,United States,USA,,,,1,participant
1038,mqnifestkelvin,Nigeria,NGA,Lagos,3.3941795,6.4550575,catalyst,participant
1039,mruizvelley,Germany,DEU,,,,1,expert
1040,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,3,facilitator
1041,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,4,facilitator
1042,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,5,expert
1043,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,5,facilitator
1044,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,5,mentor
1045,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,6,expert
1046,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,6,facilitator
1047,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,6,mentor
1048,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,6,participant
1049,mt-bit,Canada,CAN,,,,dra,participant
1050,mtthsdzwn,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1051,muhammetcelik,Turkey,TUR,,,,2,participant
1052,muhammetcelik,Turkey,TUR,,,,3,participant
1053,muhammetcelik,Turkey,TUR,,,,5,mentor
1054,musannagalib,Canada,CAN,,,,dra,participant
1055,mvdbeek,France,FRA,,,,1,expert
1056,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,3,participant
1057,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,4,expert
1058,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,4,mentor
1059,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,5,mentor
1060,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,6,expert
1061,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,6,speaker
1062,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,7,mentor
1063,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,7,participant
1064,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,8,mentor
1065,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,catalyst,expert
1066,mxrtinez,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,catalyst,mentor
1067,myreille-larouche,Canada,CAN,,,,2,participant
1068,n-nsh,Canada,CAN,,,,dra,participant
1069,nadia-odaliz-chamana-chura,Peru,PER,Lima,-77.0365256,-12.0621065,5,participant
1070,nadiamcgill,Canada,CAN,,,,dra,participant
1071,nadinespy,United Kingdom,GBR,Brighton,-0.1400561,50.8214626,4,participant
1072,nadinespy,United Kingdom,GBR,Brighton,-0.1400561,50.8214626,6,expert
1073,nadinespy,United Kingdom,GBR,Brighton,-0.1400561,50.8214626,6,mentor
1074,nadinespy,United Kingdom,GBR,Brighton,-0.1400561,50.8214626,8,expert
1075,nadinespy,United Kingdom,GBR,Brighton,-0.1400561,50.8214626,8,mentor
1076,nadza-dzinalija,,,,,,8,participant
1077,nahuele,Argentina,ARG,Vicente Lopez,-58.5036282,-34.5244484,7,participant
1078,nanje-patrick-itarngoh,Cameroon,CMR,Buea,9.2315519,4.1567995,8,participant
1079,naralb,Brazil,BRA,,,,1,participant
1080,natalie-banner,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,speaker
1081,natalie-banner,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,6,mentor
1082,natasha_wood,South Africa,ZAF,Cape Town,18.417396,-33.928992,2,speaker
1083,nathanael-kedmayla,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,participant
1084,natty2012,Kenya,KEN,,,,2,participant
1085,ndwoods,Canada,CAN,,,,dra,participant
1086,nea-bridget,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,participant
1087,nehamoopen,Netherlands,NLD,,,,2,participant
1088,nelson-franco,Bolivia,,Cochabamba,-66.1568983,-17.3936114,5,participant
1089,nerantzis,Greece,GRC,,,,1,expert
1090,nerantzis,Greece,GRC,,,,2,expert
1091,nessa111987,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,8,expert
1092,nick-barlow,United Kingdom,GBR,,,,4,speaker
1093,nickynicolson,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,6,participant
1094,nickynicolson,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,7,participant
1095,nickynicolson,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,8,mentor
1096,niels-reijner,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1097,nihadalsayed,Sudan,SDN,Port Sudan,37.211709,19.619217,catalyst,participant
1098,nihansultan,Turkey,TUR,İstanbul,29.052495,41.0766019,3,participant
1099,nihansultan,Turkey,TUR,İstanbul,29.052495,41.0766019,5,participant
1100,nikoleta-v3,,,,,,4,speaker
1101,nilabha1512,,,,,,6,participant
1102,niloohooman,Canada,CAN,,,,dra,participant
1103,nilson-coimbra,Brazil,BRA,Sao Paulo,-46.6333824,-23.5506507,catalyst,participant
1104,nina-roux,,,,,,6,participant
1105,nishith-mishra,Canada,CAN,,,,dra,participant
1106,nlois,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,8,participant
1107,nodiraibrogimova,Uzbekistan,UZB,Tashkent,69.2787079,41.3123363,5,participant
1108,nomadscientist,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
1109,nomalu,South Africa,ZAF,Pretoria,28.1879101,-25.7459277,6,participant
1110,npalopoli,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,2,expert
1111,npalopoli,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,3,expert
1112,npalopoli,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,8,mentor
1113,npalopoli,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,8,participant
1114,npch,,,,,,3,speaker
1115,npdebs,Nigeria,NGA,Port Harcourt.,7.0188527,4.7676576,7,participant
1116,npdebs,Nigeria,NGA,Port Harcourt.,7.0188527,4.7676576,8,facilitator
1117,npdebs,Nigeria,NGA,Port Harcourt.,7.0188527,4.7676576,catalyst,expert
1118,npscience,United Kingdom,GBR,,,,1,expert
1119,npscience,United Kingdom,GBR,,,,1,mentor
1120,npscience,United Kingdom,GBR,,,,2,expert
1121,npscience,United Kingdom,GBR,,,,2,mentor
1122,npscience,United Kingdom,GBR,,,,4,expert
1123,nsoranzo,United Kingdom,GBR,,,,1,expert
1124,nwakaego-gloria-ashiegbu,Nigeria,NGA,Umudike / Abia State,7.533333,5.5,8,participant
1125,nyashalorrainemapira,Zimbabwe,ZWE,Harare,31.0601584,-17.8567035,catalyst,participant
1126,nyasita,Kenya,KEN,Nairobi,36.82884201813725,-1.3026148499999999,6,participant
1127,nyasita,Kenya,KEN,Nairobi,36.82884201813725,-1.3026148499999999,7,mentor
1128,nyasita,Kenya,KEN,Nairobi,36.82884201813725,-1.3026148499999999,8,mentor
1129,olayile,South Africa,ZAF,Pretoria,28.1879101,-25.7459277,3,participant
1130,olexandr-konovalov,United Kingdom / Ukraine,,,,,7,speaker
1131,olsjuju,South Korea,,Seoul,126.9782914,37.5666791,5,participant
1132,olsjuju,South Korea,,Seoul,126.9782914,37.5666791,6,mentor
1133,olufemi-adesope,Nigeria,NGA,Port Harcourt,7.0188527,4.7676576,8,participant
1134,onwumere.joseph,Nigeria,NGA,"Umudike, Abia State",7.533333,5.5,8,participant
1135,orchid00,Australia,AUS,,,,1,expert
1136,orchid00,Australia,AUS,,,,2,expert
1137,orchid00,Australia,AUS,,,,2,speaker
1138,osatashamim,Kenya,KEN,Nairobi,36.8288420082562,-1.3026148499999999,6,participant
1139,pageneck,Zimbabwe,ZWE,Harare,31.0601584,-17.8567035,catalyst,participant
1140,paolo-pedaletti,Italy,ITA,Milano,9.1896346,45.4641943,3,participant
1141,patriloto,Argentina,ARG,Resistencia - Chaco,-59.19320025100798,-27.6048829,7,participant
1142,patriloto,Argentina,ARG,Resistencia - Chaco,-59.19320025100798,-27.6048829,8,mentor
1143,paulinegachanja,Kenya,KEN,Kilifi,39.67507159193717,-3.15073925,8,participant
1144,paulineligonie,Canada,CAN,,,,2,participant
1145,paulmaxus,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1146,paulowoicho,Nigeria,NGA,,,,2,participant
1147,paulvill,France,FRA,,,,2,expert
1148,pazbc,Argentina,ARG,,,,5,organizer
1149,pazbc,Argentina,ARG,,,,6,organizer
1150,pazbc,Argentina,ARG,,,,6,speaker
1151,pazbc,Argentina,ARG,,,,6,speaker
1152,pazbc,Argentina,ARG,,,,7,organizer
1153,pazbc,Argentina,ARG,,,,7,speaker
1154,pazbc,Argentina,ARG,,,,8,organizer
1155,pazmiguez,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,8,expert
1156,pazmiguez,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,8,participant
1157,peranti,France,FRA,Paris,2.3200410217200766,48.8588897,7,facilitator
1158,peranti,France,FRA,Paris,2.3200410217200766,48.8588897,8,facilitator
1159,peranti,France,FRA,Paris,2.3200410217200766,48.8588897,catalyst,facilitator
1160,pescini,Italy,ITA,Milan,9.1896346,45.4641943,3,participant
1161,pescini,Italy,ITA,Milan,9.1896346,45.4641943,4,mentor
1162,petraag,Cameroon,CMR,Bamenda,10.1516505,5.9614117,7,participant
1163,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,6,participant
1164,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,7,facilitator
1165,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,7,speaker
1166,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,8,expert
1167,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,8,facilitator
1168,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,8,mentor
1169,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,8,mentor
1170,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,dra,mentor
1171,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,dra,mentor
1172,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,dra,mentor
1173,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,1,expert
1174,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,1,mentor
1175,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,1,mentor
1176,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,2,expert
1177,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,2,mentor
1178,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,4,speaker
1179,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,5,expert
1180,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,5,mentor
1181,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,6,expert
1182,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,7,mentor
1183,piero-beraun,Peru,PER,Lima,-77.0365256,-12.0621065,5,participant
1184,pinheirochagas,United States,USA,San Francisco,-122.419906,37.7790262,5,participant
1185,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,2,mentor
1186,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
1187,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,mentor
1188,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,5,speaker
1189,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,6,speaker
1190,pol-arranz-gibert,,,,,,6,participant
1191,pradeep-eranti,France,FRA,,,,2,participant
1192,pradeep-eranti,France,FRA,,,,8,mentor
1193,pradeep-eranti,France,FRA,,,,dra,mentor
1194,pradeep-eranti,France,FRA,,,,dra,mentor
1195,pradeep-eranti,France,FRA,,,,dra,mentor
1196,prakriti-karki,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
1197,prashbio,India,IND,Jaipur,75.8189817,26.9154576,3,expert
1198,prashbio,India,IND,Jaipur,75.8189817,26.9154576,3,participant
1199,prashbio,India,IND,Jaipur,75.8189817,26.9154576,3,mentor
1200,princehoodie,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,4,participant
1201,proccaserra,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,2,speaker
1202,proccaserra,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,3,expert
1203,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,1,expert
1204,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,2,expert
1205,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,3,expert
1206,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,4,expert
1207,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,6,expert
1208,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,8,expert
1209,pvanheus,South Africa,ZAF,,,,2,participant
1210,pvanheus,South Africa,ZAF,,,,6,participant
1211,r-huo,Netherlands,NLD,Delft,4.362724538543995,51.999457199999995,6,participant
1212,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,1,expert
1213,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,expert
1214,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,speaker
1215,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,3,expert
1216,raoofphysics,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,5,participant
1217,raphaels1,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,expert
1218,rebcamsan,Costa Rica,CRI,San Jose,-121.890591,37.3361663,catalyst,participant
1219,reinout-de-vries,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1220,rgaiacs,Brazil,BRA,,,,2,expert
1221,rgaiacs,Brazil,BRA,,,,2,mentor
1222,rgaiacs,Brazil,BRA,,,,5,speaker
1223,rgiessmann,Germany,DEU,Berlin,13.3989367,52.510885,8,participant
1224,rgiessmann,Germany,DEU,Berlin,13.3989367,52.510885,dra,mentor
1225,rgiessmann,Germany,DEU,Berlin,13.3989367,52.510885,dra,mentor
1226,rhoné-roux,,,,,,6,participant
1227,ria-arora,Canada,CAN,,,,dra,participant
1228,richarddushime,Uganda,UGA,Kampala,32.5813539,0.3177137,7,participant
1229,richarddushime,Uganda,UGA,Kampala,32.5813539,0.3177137,8,expert
1230,rivaquiroga,Chile,CHL,Valparaíso,-71.6196749,-33.0458456,7,mentor
1231,rivaquiroga,Chile,CHL,Valparaíso,-71.6196749,-33.0458456,8,mentor
1232,rivaquiroga,Chile,CHL,Valparaíso,-71.6196749,-33.0458456,dra,mentor
1233,rlwhall,Canada,CAN,,,,dra,participant
1234,robandeep-kaur,India,IND,Jalandhar,75.576889,31.3323762,3,participant
1235,robert-schreiber,South Africa,ZAF,Hermanus,19.2361111,-34.4175,5,participant
1236,robin-lewando,Ireland,IRL,Drimoleague,-9.2599704,51.6608501,3,participant
1237,rodrigocam,Brazil,BRA,,,,1,mentor
1238,romina-pendino,Argentina,ARG,"Rosario, Santa Fe",-60.6617024,-32.9593609,8,participant
1239,romina-trinchin,Uruguay,URY,Montevideo,-56.1913095,-34.9058916,8,participant
1240,romullo-lima,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,6,participant
1241,roné-wierenga,South Africa,ZAF,Pretoria,28.1879101,-25.7459277,8,participant
1242,rossmounce,United Kingdom,GBR,,,,2,expert
1243,rowlandm,Australia,AUS,,,,3,speaker
1244,rowlandm,Australia,AUS,,,,5,speaker
1245,rowlandm,Australia,AUS,,,,7,mentor
1246,ruben-lacroix,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1247,ruben-tjhie,Canada,CAN,,,,dra,participant
1248,rukynas,Portugal,PRT,Porto,-8.6107884,41.1494512,3,participant
1249,rushda-patel,India,IND,,,,6,participant
1250,sairajdillikar,India,IND,Mysore,76.6553609,12.3051828,5,participant
1251,samguay,Canada,CAN,,,,1,participant
1252,samguay,Canada,CAN,,,,2,mentor
1253,samuelorion,Canada,CAN,,,,2,participant
1254,samvanstroud,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,2,participant
1255,samvanstroud,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,expert
1256,samvanstroud,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,4,speaker
1257,sanchezw17,Canada,CAN,,,,dra,participant
1258,sandra-larriega,Peru,PER,Ñima,23.8675381,47.0759396,5,participant
1259,sandrine-kengne,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,participant
1260,sansharif,Canada,CAN,,,,dra,participant
1261,santi-rello-varona,Spain,ESP,Madrid,-3.7035825,40.4167047,3,participant
1262,santosrac,Brazil,BRA,Piracicaba,-47.6493269,-22.725165,2,expert
1263,santosrac,Brazil,BRA,Piracicaba,-47.6493269,-22.725165,5,expert
1264,sapetti9,Italy,ITA,Bologna,11.3426327,44.4938203,6,expert
1265,sapetti9,Italy,ITA,Bologna,11.3426327,44.4938203,6,speaker
1266,sarah-lippincott,United States,USA,,,,8,speaker
1267,sarah-nietopski,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,participant
1268,saranjeetkaur,India,IND,Gurgaon,77.00270014657752,28.42826235,4,participant
1269,saranjeetkaur,India,IND,Gurgaon,77.00270014657752,28.42826235,6,participant
1270,saranjeetkaur,India,IND,Gurgaon,77.00270014657752,28.42826235,7,mentor
1271,saranjeetkaur,India,IND,Gurgaon,77.00270014657752,28.42826235,8,mentor
1272,saranjeetkaur,India,IND,Gurgaon,77.00270014657752,28.42826235,dra,mentor
1273,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,4,participant
1274,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,mentor
1275,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,6,expert
1276,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,6,mentor
1277,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,7,mentor
1278,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,8,expert
1279,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,8,mentor
1280,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,dra,mentor
1281,sarenaz,Kazakhstan,KAZ,Astana (Nursultan),71.4306682,51.1282205,5,participant
1282,saryace,Chile,CHL,Santiago,-83.7980749,9.8694792,7,participant
1283,saskiafreytag,Australia,AUS,Melbourne,144.9631732,-37.8142454,8,speaker
1284,satagopam7,Luxembourg,LUX,,,,1,expert
1285,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,4,participant
1286,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,5,mentor
1287,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,6,expert
1288,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,6,speaker
1289,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,7,mentor
1290,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,8,mentor
1291,scottbgi,Hong Kong,HKG,,,,8,speaker
1292,sdopoku,Ghana,GHA,,,,2,expert
1293,sdopoku,Ghana,GHA,,,,2,mentor
1294,sdopoku,Ghana,GHA,,,,2,speaker
1295,sdopoku,Ghana,GHA,,,,3,speaker
1296,sdruskat,Germany,DEU,,,,4,speaker
1297,sdruskat,Germany,DEU,,,,5,speaker
1298,sebastian-ayala-ruano,Denmark,DNK,Copenhagen,12.5700724,55.6867243,catalyst,mentor
1299,sebastianeggert,Germany,DEU,,,,2,participant
1300,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,4,expert
1301,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,4,speaker
1302,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,5,expert
1303,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,5,mentor
